QS Recursion Limit, AVG Elapsed Time
2,3081934329
4,2981737821
6,2967019818
8,2931732651
10,2931543780
12,2939885536
14,2927977559
16,2959436106
18,2929969523
20,2971493558
22,2978263475
24,2983306958
26,3007595801
28,3024012505
30,3038228890
32,3072238902
34,3086659945
36,3110456557
38,3114942244
40,3154607294
42,3158053764
44,3179079603
46,3210951021
48,3219480368
50,3260614146
52,3279595969
54,3302647053
56,3322518476
58,3345870217
60,3370460286
62,3403929143
64,3406177675
66,3443806673
68,3461210967
70,3484272860
72,3504271998
74,3780544662
76,3563905466
78,3604119636
80,3606202337
82,3626366595
84,3640373629
86,3699621248
88,3725608223
90,3728135796
92,3745352499
94,3774588682
96,3790689938
98,3818462655
100,3845184350
102,3867454634
104,3890132242
106,3912469228
108,3946801943
110,3960452426
112,4010224778
114,4027728201
116,4047308495
118,4092948297
120,4102844827
122,4123289832
124,4134140529
126,4170118469
128,4226210890
130,4236877125
132,4251445937
134,4287594544
136,4319748699
138,4324836270
140,4346907727
142,4417448070
144,4397526728
146,4420932229
148,4443136237
150,4491274599
152,4526012220
154,4546509278
156,4574517799
158,4609732006
160,4625332782
162,4637011354
164,4694915828
166,4753088816
168,4699141959
170,4728255973
172,4757799925
174,4782441764
176,4803497186
178,4848234447
180,4859834797
182,4876896337
184,4909900696
186,4936379334
188,4963351339
190,4973502731
192,5007265276
194,5034204856
196,5056079905
198,5099236367
200,5132793686
202,5155529178
204,5161606899
206,5185729343
208,5217501631
210,5242952287
212,5288629779
214,5322767080
216,5323514173
218,5585209065
220,5412502721
222,5409598972
224,5442657802
226,5459551804
228,5482813803
230,5515522055
232,5537923468
234,5549889045
236,5581058881
238,5616921763
240,5642459601
242,5677438146
244,5684684792
246,5718849969
248,5740968501
250,5746061619
252,5786027611
254,5815445554
256,5907215399
258,5876697652
260,5893050214
262,5977345574
264,5953162829
266,5988098280
268,5985954850
270,6015673309
272,6048659321
274,6080692303
276,6112325356
278,6138066003
280,6169529243
282,6260087782
284,6216716138
286,6247636374
288,6265517113
290,6287581033
292,6316593500
294,6338163340
296,6369301033
298,6404983009
300,6437216240
,
