QS Recursion Limit, AVG Elapsed Time
2,1482048932
4,1455840943
6,1447617800
8,1442654815
10,1432597717
12,1437520453
14,1432476971
16,1438216204
18,1447672698
20,1450246350
22,1452072198
24,1464869348
26,1467527196
28,1489531666
30,1487608965
32,1507321810
34,1514717078
36,1523855420
38,1540072160
40,1552020671
42,1559226641
44,1573479150
46,1577266954
48,1591818129
50,1599950677
52,1615813852
54,1630000797
56,1638718163
58,1657851452
60,1666054400
62,1689176595
64,1692868113
66,1715148637
68,1724068526
70,1736844770
72,1752556763
74,1751208781
76,1760752884
78,1785902456
80,1826508304
82,1802775124
84,1819788592
86,1837459838
88,1856622709
90,1877203821
92,1878734700
94,1887174874
96,1903419916
98,1917077368
100,1932198856
102,1942988824
104,1955675326
106,1973649504
108,2063085911
110,2005174042
112,2087233953
114,2018197041
116,2038896908
118,2062960470
120,2059769005
122,2079054757
124,2095851052
126,2103108507
128,2124257085
130,2133178396
132,2157252626
134,2158490954
136,2173924477
138,2180326608
140,2273357394
142,2213511304
144,2228173698
146,2249888747
148,2251670506
150,2259412227
152,2284232270
154,2293470879
156,2328934259
158,2329437442
160,2353523476
162,2348726891
164,2359468647
166,2381492175
168,2399672860
170,2408869372
172,2428686181
174,2435790889
176,2460060959
178,2460608941
180,2473206838
182,2493213514
184,2501852941
186,2518852471
188,2530981320
190,2538791734
192,2564894763
194,2568569642
196,2592906129
198,2602103210
200,2613820040
202,2626899359
204,2644915351
206,2657285977
208,2667862897
210,2687552133
212,2696451685
214,2717530858
216,2730164879
218,2735870405
220,2754718967
222,2766945521
224,2790203965
226,2790328978
228,2806537043
230,2822758191
232,2840496850
234,2846021186
236,2867429603
238,2882053312
240,2889387851
242,2902168930
244,2919669652
246,2935028792
248,2942999917
250,2970663550
252,2979523991
254,2991259736
256,3002920105
258,3021920275
260,3047234682
262,3048873934
264,3071539738
266,3092413685
268,3095993843
270,3109986086
272,3117366990
274,3154522387
276,3155684200
278,3234006655
280,3231448932
282,3197753658
284,3213061598
286,3226378570
288,3239118546
290,3252755661
292,3278876325
294,3285547113
296,3291107858
298,3342192778
300,3309278730
,
